train_loss,train_accuracy,epoch,step,test_loss,test_acc
0.7311109900474548,0.1328125,0,0,,
0.7188290357589722,0.2109375,0,1,,
0.7141857743263245,0.2578125,0,2,,
0.7085436582565308,0.296875,0,3,,
0.699059784412384,0.4453125,0,4,,
0.6927443742752075,0.484375,0,5,,
0.6821879744529724,0.6171875,0,6,,
0.6855500936508179,0.59375,0,7,,
0.6766095161437988,0.65625,0,8,,
0.6669677495956421,0.7421875,0,9,,
0.6539009809494019,0.8359375,0,10,,
0.6451284885406494,0.7890625,0,11,,
0.6400465369224548,0.84375,0,12,,
0.6357295513153076,0.8203125,0,13,,
0.6291080713272095,0.859375,0,14,,
0.6199225187301636,0.796875,0,15,,
0.5821477770805359,0.8984375,0,16,,
0.5751715898513794,0.8671875,0,17,,
0.5535976886749268,0.859375,0,18,,
0.5222654342651367,0.859375,0,19,,
0.5057550072669983,0.859375,0,20,,
0.48456957936286926,0.84375,0,21,,
0.4182005226612091,0.8984375,0,22,,
0.4060569107532501,0.8671875,0,23,,
0.3848508298397064,0.8515625,0,24,,
0.3392952084541321,0.8828125,0,25,,
0.4110877811908722,0.828125,0,26,,
0.3761916756629944,0.8515625,0,27,,
0.25948238372802734,0.921875,0,28,,
0.3824670612812042,0.8515625,0,29,,
0.4283422827720642,0.84375,0,30,,
0.2885146737098694,0.90625,0,31,,
0.463372141122818,0.828125,0,32,,
0.31106728315353394,0.8984375,0,33,,
0.348842054605484,0.859375,0,34,,
0.2932007908821106,0.8984375,0,35,,
0.3489384949207306,0.859375,0,36,,
0.3807981610298157,0.828125,1,37,,
0.378098726272583,0.828125,1,38,,
0.2769666314125061,0.9140625,1,39,,
0.24492262303829193,0.9140625,1,40,,
0.36433398723602295,0.8359375,1,41,,
0.36169254779815674,0.828125,1,42,,
0.32969290018081665,0.84375,1,43,,
0.3257034718990326,0.8671875,1,44,,
0.2679345905780792,0.9140625,1,45,,
0.2717148959636688,0.8984375,1,46,,
0.2851243317127228,0.890625,1,47,,
0.30774548649787903,0.875,1,48,,
0.3136909604072571,0.8515625,1,49,,
0.3476371169090271,0.8203125,1,50,,
0.2760671377182007,0.84375,1,51,,
0.26747071743011475,0.8671875,1,52,,
0.31012216210365295,0.8359375,1,53,,
0.21255528926849365,0.9140625,1,54,,
0.28394100069999695,0.859375,1,55,,
0.2680966258049011,0.8515625,1,56,,
0.20565298199653625,0.90625,1,57,,
0.2332511693239212,0.8828125,1,58,,
0.23535354435443878,0.8984375,1,59,,
0.3555339276790619,0.8515625,1,60,,
0.2545318007469177,0.875,1,61,,
0.21165484189987183,0.890625,1,62,,
0.19003301858901978,0.9140625,1,63,,
0.22558066248893738,0.8984375,1,64,,
0.21990540623664856,0.8984375,1,65,,
0.22764042019844055,0.875,1,66,,
0.2213696390390396,0.8984375,1,67,,
0.13960616290569305,0.921875,1,68,,
0.23382949829101562,0.90625,1,69,,
0.24382323026657104,0.9140625,1,70,,
0.22518184781074524,0.875,1,71,,
0.2660335898399353,0.8671875,1,72,,
0.19591334462165833,0.890625,1,73,,
0.18146124482154846,0.921875,2,74,,
0.13021555542945862,0.953125,2,75,,
0.22198820114135742,0.8828125,2,76,,
0.29706400632858276,0.859375,2,77,,
0.2520574927330017,0.859375,2,78,,
0.21059224009513855,0.9140625,2,79,,
0.21677882969379425,0.875,2,80,,
0.1599390208721161,0.9296875,2,81,,
0.1847069263458252,0.9375,2,82,,
0.19261795282363892,0.953125,2,83,,
0.25307202339172363,0.875,2,84,,
0.16093657910823822,0.921875,2,85,,
0.1023140549659729,0.9609375,2,86,,
0.23944638669490814,0.8828125,2,87,,
0.18927496671676636,0.9375,2,88,,
0.281401127576828,0.890625,2,89,,
0.17133238911628723,0.9296875,2,90,,
0.2949962019920349,0.890625,2,91,,
0.24397043883800507,0.8984375,2,92,,
0.1805499941110611,0.9296875,2,93,,
0.20962044596672058,0.9453125,2,94,,
0.17143672704696655,0.953125,2,95,,
0.19734317064285278,0.953125,2,96,,
0.22733214497566223,0.9140625,2,97,,
0.17741809785366058,0.953125,2,98,,
0.25657251477241516,0.90625,2,99,,
0.11437499523162842,0.9609375,2,100,,
0.1639501303434372,0.9296875,2,101,,
0.29439598321914673,0.8984375,2,102,,
0.1630735993385315,0.921875,2,103,,
0.28226298093795776,0.890625,2,104,,
0.13995644450187683,0.96875,2,105,,
0.2321578413248062,0.921875,2,106,,
0.14977087080478668,0.953125,2,107,,
0.135498046875,0.9609375,2,108,,
0.1281551867723465,0.9375,2,109,,
0.14160798490047455,0.9609375,2,110,,
0.1248951181769371,0.953125,3,111,,
0.19176024198532104,0.9375,3,112,,
0.18415787816047668,0.9375,3,113,,
0.20578180253505707,0.9140625,3,114,,
0.14104685187339783,0.9609375,3,115,,
0.10082031041383743,0.9765625,3,116,,
0.15312248468399048,0.953125,3,117,,
0.23960517346858978,0.90625,3,118,,
0.13875634968280792,0.953125,3,119,,
0.11534684896469116,0.96875,3,120,,
0.1825646460056305,0.9375,3,121,,
0.1953844279050827,0.9453125,3,122,,
0.18253740668296814,0.9453125,3,123,,
0.16794337332248688,0.96875,3,124,,
0.20550581812858582,0.9453125,3,125,,
0.12856434285640717,0.9609375,3,126,,
0.1530715525150299,0.9609375,3,127,,
0.17508506774902344,0.9375,3,128,,
0.18216213583946228,0.9375,3,129,,
0.16646642982959747,0.953125,3,130,,
0.15129755437374115,0.953125,3,131,,
0.12927031517028809,0.9609375,3,132,,
0.11560415476560593,0.9609375,3,133,,
0.18876931071281433,0.9375,3,134,,
0.15741871297359467,0.96875,3,135,,
0.14860178530216217,0.953125,3,136,,
0.10879918932914734,0.96875,3,137,,
0.10396119952201843,0.9609375,3,138,,
0.13602225482463837,0.9765625,3,139,,
0.1856185644865036,0.9375,3,140,,
0.17393973469734192,0.9375,3,141,,
0.11291131377220154,0.9609375,3,142,,
0.1868230700492859,0.9453125,3,143,,
0.10003860294818878,0.96875,3,144,,
0.090325728058815,0.9765625,3,145,,
0.18656255304813385,0.9453125,3,146,,
0.16403606534004211,0.9609375,3,147,,
0.168709859251976,0.9609375,4,148,,
0.17370551824569702,0.9609375,4,149,,
0.11980417370796204,0.96875,4,150,,
0.09811163693666458,0.9921875,4,151,,
0.09459581971168518,0.9765625,4,152,,
0.09858229756355286,0.984375,4,153,,
0.15435254573822021,0.96875,4,154,,
0.1099814772605896,0.984375,4,155,,
0.13370291888713837,0.9453125,4,156,,
0.13157442212104797,0.9609375,4,157,,
0.1441551148891449,0.96875,4,158,,
0.08852964639663696,0.9765625,4,159,,
0.10498832911252975,0.9921875,4,160,,
0.12495145946741104,0.953125,4,161,,
0.17089851200580597,0.9609375,4,162,,
0.11337384581565857,0.984375,4,163,,
0.17574217915534973,0.96875,4,164,,
0.1707601398229599,0.9609375,4,165,,
0.08545026928186417,0.96875,4,166,,
0.1153348833322525,0.96875,4,167,,
0.10723145306110382,0.9765625,4,168,,
0.11381508409976959,0.96875,4,169,,
0.12666749954223633,0.9375,4,170,,
0.1533975452184677,0.9609375,4,171,,
0.1356206238269806,0.953125,4,172,,
0.16523094475269318,0.9453125,4,173,,
0.12556789815425873,0.984375,4,174,,
0.08279326558113098,0.984375,4,175,,
0.14983300864696503,0.96875,4,176,,
0.11877678334712982,0.953125,4,177,,
0.1444128304719925,0.9453125,4,178,,
0.10256354510784149,0.984375,4,179,,
0.06274151802062988,0.9765625,4,180,,
0.06697377562522888,1.0,4,181,,
0.1494508981704712,0.9765625,4,182,,
0.09618307650089264,0.984375,4,183,,
0.12896697223186493,0.953125,4,184,,
,,4,185,0.09674305468797684,0.9765625
